total_violent_crime,household_income,"County,State"
11084,50060,"Bell,TX"
103495,50112,"Bexar,TX"
149,49487,"Blanco,TX"
7,71607,"Borden,TX"
210,44742,"Bosque,TX"
4464,42346,"Bowie,TX"
6844,67603,"Brazoria,TX"
6648,38310,"Brazos,TX"
141,40477,"Brewster,TX"
3,36250,"Briscoe,TX"
155,21865,"Brooks,TX"
1323,39776,"Brown,TX"
224,45651,"Burleson,TX"
921,48115,"Burnet,TX"
931,44152,"Caldwell,TX"
692,47027,"Calhoun,TX"
121,44902,"Callahan,TX"
17907,33179,"Cameron,TX"
379,37079,"Camp,TX"
60,65026,"Carson,TX"
808,35598,"Cass,TX"
233,36402,"Castro,TX"
1084,72489,"Chambers,TX"
1704,38378,"Cherokee,TX"
128,47532,"Childress,TX"
87,53776,"Clay,TX"
128,38650,"Cochran,TX"
23,40795,"Coke,TX"
289,31373,"Coleman,TX"
18613,82762,"Collin,TX"
0,41576,"Collingsworth,TX"
458,45146,"Colorado,TX"
3120,65839,"Comal,TX"
315,36020,"Comanche,TX"
11,51411,"Concho,TX"
1066,50067,"Cooke,TX"
1399,49819,"Coryell,TX"
5,34639,"Cottle,TX"
56,50417,"Crane,TX"
0,50475,"Crockett,TX"
52,38187,"Crosby,TX"
8,37105,"Culberson,TX"
210,40895,"Dallam,TX"
106199,49481,"Dallas,TX"
342,39714,"Dawson,TX"
422,41444,"Deaf Smith,TX"
138,40375,"Delta,TX"
16044,74155,"Denton,TX"
15,38401,"Dickens,TX"
493,36681,"Dimmit,TX"
44,42411,"Donley,TX"
432,34131,"Duval,TX"
444,34914,"Eastland,TX"
6371,51466,"Ector,TX"
27,43839,"Edwards,TX"
22636,40157,"El Paso,TX"
3731,61952,"Ellis,TX"
969,39586,"Erath,TX"
193,32908,"Falls,TX"
638,44355,"Fannin,TX"
306,48015,"Fayette,TX"
72,42125,"Fisher,TX"
143,42279,"Floyd,TX"
3,33750,"Foard,TX"
12619,85297,"Fort Bend,TX"
115,45523,"Franklin,TX"
408,44502,"Freestone,TX"
395,35849,"Frio,TX"
226,52910,"Gaines,TX"
9925,61877,"Galveston,TX"
56,47540,"Garza,TX"
363,53668,"Gillespie,TX"
14,69107,"Glasscock,TX"
126,50923,"Goliad,TX"
647,39248,"Gonzales,TX"
1028,43504,"Gray,TX"
4086,46429,"Grayson,TX"
6095,45525,"Gregg,TX"
669,43994,"Grimes,TX"
3286,61958,"Guadalupe,TX"
1142,41191,"Hale,TX"
52,33006,"Hall,TX"
139,40655,"Hamilton,TX"
107,49150,"Hansford,TX"
113,36377,"Hardeman,TX"
997,53013,"Hardin,TX"
210023,53137,"Harris,TX"
1881,45675,"Harrison,TX"
113,65750,"Hartley,TX"
91,36857,"Haskell,TX"
3805,58651,"Hays,TX"
84,56379,"Hemphill,TX"
2392,40900,"Henderson,TX"
33273,34146,"Hidalgo,TX"
965,40769,"Hill,TX"
755,50565,"Hockley,TX"
1155,55754,"Hood,TX"
420,43657,"Hopkins,TX"
431,33119,"Houston,TX"
1465,45612,"Howard,TX"
32,22545,"Hudspeth,TX"
3266,44858,"Hunt,TX"
840,44731,"Hutchinson,TX"
36,50357,"Irion,TX"
180,49038,"Jack,TX"
218,49528,"Jackson,TX"
912,40417,"Jasper,TX"
10,49056,"Jeff Davis,TX"
12013,42568,"Jefferson,TX"
8,36121,"Jim Hogg,TX"
1953,40585,"Jim Wells,TX"
4131,57535,"Johnson,TX"
506,41297,"Jones,TX"
427,42862,"Karnes,TX"
2520,61194,"Kaufman,TX"
649,73410,"Kendall,TX"
19,43438,"Kenedy,TX"
16,46875,"Kent,TX"
1093,43601,"Kerr,TX"
77,43424,"Kimble,TX"
0,65000,"King,TX"
3,33257,"Kinney,TX"
1512,40566,"Kleberg,TX"
38,34295,"Knox,TX"
59,26756,"La Salle,TX"
1929,40104,"Lamar,TX"
426,36727,"Lamb,TX"
437,49277,"Lampasas,TX"
380,44149,"Lavaca,TX"
382,51534,"Lee,TX"
243,44452,"Leon,TX"
2686,47228,"Liberty,TX"
760,38823,"Limestone,TX"
12,57978,"Lipscomb,TX"
251,42829,"Live Oak,TX"
418,44094,"Llano,TX"
2,68750,"Loving,TX"
15647,44397,"Lubbock,TX"
102,44375,"Lynn,TX"
220,41732,"Madison,TX"
351,31967,"Marion,TX"
71,42607,"Martin,TX"
32,46865,"Mason,TX"
1209,43096,"Matagorda,TX"
1715,31395,"Maverick,TX"
665,55326,"Medina,TX"
7,31215,"Menard,TX"
4108,62993,"Midland,TX"
641,37391,"Milam,TX"
45,44213,"Mills,TX"
235,42045,"Mitchell,TX"
517,44231,"Montague,TX"
10125,67766,"Montgomery,TX"
561,51181,"Moore,TX"
357,37849,"Morris,TX"
26,35845,"Motley,TX"
2074,36777,"Nacogdoches,TX"
2049,40795,"Navarro,TX"
67,37246,"Newton,TX"
639,36806,"Nolan,TX"
17402,47057,"Nueces,TX"
193,49964,"Ochiltree,TX"
28,48929,"Oldham,TX"
2560,49507,"Orange,TX"
1082,41670,"Palo Pinto,TX"
766,52453,"Panola,TX"
2476,64515,"Parker,TX"
94,44943,"Parmer,TX"
380,47019,"Pecos,TX"
1232,37855,"Polk,TX"
5861,37951,"Potter,TX"
24,29634,"Presidio,TX"
206,44478,"Rains,TX"
5164,58529,"Randall,TX"
20,61250,"Reagan,TX"
20,33885,"Real,TX"
234,31712,"Red River,TX"
328,40571,"Reeves,TX"
115,44548,"Refugio,TX"
22,67321,"Roberts,TX"
396,40601,"Robertson,TX"
1470,86119,"Rockwall,TX"
156,37667,"Runnels,TX"
1727,45752,"Rusk,TX"
141,32963,"Sabine,TX"
157,28390,"San Augustine,TX"
787,46107,"San Jacinto,TX"
2172,50657,"San Patricio,TX"
67,37743,"San Saba,TX"
16,50648,"Schleicher,TX"
452,47513,"Scurry,TX"
33,47277,"Shackelford,TX"
662,37081,"Shelby,TX"
12,48185,"Sherman,TX"
7750,47432,"Smith,TX"
114,55269,"Somervell,TX"
1180,24927,"Starr,TX"
128,41728,"Stephens,TX"
3,50543,"Sterling,TX"
11,42429,"Stonewall,TX"
32,53806,"Sutton,TX"
150,36753,"Swisher,TX"
75725,56853,"Tarrant,TX"
5029,44891,"Taylor,TX"
5,39479,"Terrell,TX"
264,37679,"Terry,TX"
6,39286,"Throckmorton,TX"
974,42939,"Titus,TX"
4165,44545,"Tom Green,TX"
51600,58025,"Travis,TX"
213,34555,"Trinity,TX"
351,39940,"Tyler,TX"
1135,46600,"Upshur,TX"
18,51750,"Upton,TX"
908,34902,"Uvalde,TX"
924,40450,"Val Verde,TX"
1128,43439,"Van Zandt,TX"
3617,50364,"Victoria,TX"
1701,37617,"Walker,TX"
941,50097,"Waller,TX"
361,42568,"Ward,TX"
783,44858,"Washington,TX"
12294,39449,"Webb,TX"
1306,40411,"Wharton,TX"
82,51766,"Wheeler,TX"
6255,42971,"Wichita,TX"
426,41658,"Wilbarger,TX"
843,25886,"Willacy,TX"
9212,71803,"Williamson,TX"
665,64571,"Wilson,TX"
96,48992,"Winkler,TX"
962,56005,"Wise,TX"
859,43649,"Wood,TX"
166,49340,"Yoakum,TX"
491,44429,"Young,TX"
198,31109,"Zapata,TX"
210,25625,"Zavala,TX"
48,46660,"Beaver,UT"
1267,57292,"Box Elder,UT"
2007,49506,"Cache,UT"
932,44724,"Carbon,UT"
26,46917,"Daggett,UT"
6869,69707,"Davis,UT"
594,57683,"Duchesne,UT"
199,52763,"Emery,UT"
0,45357,"Garfield,UT"
329,45888,"Grand,UT"
1249,42369,"Iron,UT"
188,55247,"Juab,UT"
126,48540,"Kane,UT"
281,49238,"Millard,UT"
48,80337,"Morgan,UT"
26,38500,"Piute,UT"
40,50000,"Rich,UT"
49600,60555,"Salt Lake,UT"
172,40492,"San Juan,UT"
393,48369,"Sanpete,UT"
606,46229,"Sevier,UT"
1013,83336,"Summit,UT"
1848,61412,"Tooele,UT"
761,62067,"Uintah,UT"
10533,60196,"Utah,UT"
230,65050,"Wasatch,UT"
3070,49279,"Washington,UT"
17,41458,"Wayne,UT"
7760,54974,"Weber,UT"
727,39328,"Accomack,VA"
1905,67725,"Albemarle,VA"
3287,85706,"Alexandria City,VA"
271,44848,"Alleghany,VA"
179,52885,"Amelia,VA"
557,44945,"Amherst,VA"
138,50167,"Appomattox,VA"
4658,103208,"Arlington,VA"
948,52027,"Augusta,VA"
29,51365,"Bath,VA"
828,57596,"Bedford,VA"
70,42139,"Bland,VA"
318,65935,"Botetourt,VA"
715,32221,"Bristol City,VA"
159,36293,"Brunswick,VA"
514,29848,"Buchanan,VA"
429,38648,"Buckingham,VA"
65,36591,"Buena Vista City,VA"
933,47162,"Campbell,VA"
453,57218,"Caroline,VA"
505,32853,"Carroll,VA"
18,48428,"Charles City,VA"
157,33015,"Charlotte,VA"
1716,44601,"Charlottesville City,VA"
7247,69743,"Chesapeake City,VA"
7416,72088,"Chesterfield,VA"
202,77597,"Clarke,VA"
1027,50835,"Colonial Heights City,VA"
165,34319,"Covington City,VA"
17,47806,"Craig,VA"
966,64423,"Culpeper,VA"
117,40557,"Cumberland,VA"
2102,30786,"Danville City,VA"
222,33318,"Dickenson,VA"
486,52027,"Dinwiddie,VA"
333,32155,"Emporia City,VA"
268,44885,"Essex,VA"
16586,110292,"Fairfax,VA"
469,97242,"Fairfax City,VA"
223,120000,"Falls Church City,VA"
817,88409,"Fauquier,VA"
154,44618,"Floyd,VA"
230,68288,"Fluvanna,VA"
925,45624,"Franklin,VA"
397,31928,"Franklin City,VA"
1743,68424,"Frederick,VA"
1222,47040,"Fredericksburg City,VA"
348,30325,"Galax City,VA"
307,45141,"Giles,VA"
726,60519,"Gloucester,VA"
228,80976,"Goochland,VA"
203,30710,"Grayson,VA"
274,59358,"Greene,VA"
137,39697,"Greensville,VA"
1000,34659,"Halifax,VA"
5159,50705,"Hampton City,VA"
1333,75070,"Hanover,VA"
1188,38048,"Harrisonburg City,VA"
8503,61048,"Henrico,VA"
1472,34984,"Henry,VA"
6,49625,"Highland,VA"
977,37933,"Hopewell City,VA"
1037,76960,"James City,VA"
377,81753,"King George,VA"
164,62670,"King William,VA"
139,49248,"Lancaster,VA"
469,31308,"Lee,VA"
91,36505,"Lexington City,VA"
4301,122238,"Loudoun,VA"
533,54518,"Louisa,VA"
140,35237,"Lunenburg,VA"
2385,38138,"Lynchburg City,VA"
169,53459,"Madison,VA"
1049,71036,"Manassas City,VA"
255,71227,"Manassas Park City,VA"
461,28116,"Martinsville City,VA"
132,55192,"Mathews,VA"
799,36261,"Mecklenburg,VA"
62,53309,"Middlesex,VA"
1973,45543,"Montgomery,VA"
268,48789,"Nelson,VA"
360,70618,"New Kent,VA"
6748,51027,"Newport News City,VA"
13494,44747,"Norfolk City,VA"
272,33635,"Northampton,VA"
73,51342,"Northumberland,VA"
219,39416,"Norton City,VA"
325,36607,"Nottoway,VA"
408,60287,"Orange,VA"
493,42906,"Page,VA"
337,34864,"Patrick,VA"
1630,34424,"Petersburg City,VA"
680,42143,"Pittsylvania,VA"
182,81892,"Poquoson City,VA"
5331,46166,"Portsmouth City,VA"
255,76548,"Powhatan,VA"
521,37436,"Prince Edward,VA"
507,63074,"Prince George,VA"
7673,98071,"Prince William,VA"
1228,44312,"Pulaski,VA"
607,30714,"Radford City,VA"
22,56438,"Rappahannock,VA"
67,47083,"Richmond,VA"
11288,40496,"Richmond City,VA"
1681,60795,"Roanoke,VA"
5374,38145,"Roanoke City,VA"
390,48313,"Rockbridge,VA"
791,52195,"Rockingham,VA"
538,33872,"Russell,VA"
590,48733,"Salem City,VA"
420,38355,"Scott,VA"
782,49625,"Shenandoah,VA"
761,37239,"Smyth,VA"
383,46150,"Southampton,VA"
2605,78345,"Spotsylvania,VA"
2480,97110,"Stafford,VA"
582,38501,"Staunton City,VA"
2568,66085,"Suffolk City,VA"
93,47292,"Surry,VA"
182,39635,"Sussex,VA"
1336,35693,"Tazewell,VA"
12653,65219,"Virginia Beach City,VA"
912,61610,"Warren,VA"
1308,41897,"Washington,VA"
819,44847,"Waynesboro City,VA"
237,49157,"Westmoreland,VA"
493,48616,"Williamsburg City,VA"
1267,44200,"Winchester City,VA"
952,36218,"Wise,VA"
310,41275,"Wythe,VA"
1449,82073,"York,VA"
581,57565,"Addison,VT"
1023,50221,"Bennington,VT"
722,45395,"Caledonia,VT"
5053,63989,"Chittenden,VT"
47,35916,"Essex,VT"
1243,56240,"Franklin,VT"
79,59509,"Grand Isle,VT"
423,52686,"Lamoille,VT"
475,52480,"Orange,VT"
513,41953,"Orleans,VT"
2328,49271,"Rutland,VT"
1675,57281,"Washington,VT"
1148,50234,"Windham,VT"
1179,52460,"Windsor,VT"
802,43926,"Adams,WA"
795,43175,"Asotin,WA"
5005,60485,"Benton,WA"
2139,51354,"Chelan,WA"
2510,46033,"Clallam,WA"
12674,58225,"Clark,WA"
172,42519,"Columbia,WA"
4213,47596,"Cowlitz,WA"
885,51908,"Douglas,WA"
62,37571,"Ferry,WA"
2193,55177,"Franklin,WA"
61,51548,"Garfield,WA"
3911,45949,"Grant,WA"
2419,42405,"Grays Harbor,WA"
1628,58455,"Island,WA"
795,46320,"Jefferson,WA"
87570,71811,"King,WA"
8866,62413,"Kitsap,WA"
1436,42982,"Kittitas,WA"
348,41694,"Klickitat,WA"
2208,42860,"Lewis,WA"
209,47195,"Lincoln,WA"
2751,48755,"Mason,WA"
909,40368,"Okanogan,WA"
612,39830,"Pacific,WA"
499,40567,"Pend Oreille,WA"
37683,59204,"Pierce,WA"
230,53376,"San Juan,WA"
5151,55925,"Skagit,WA"
127,53712,"Skamania,WA"
23138,68381,"Snohomish,WA"
30050,49233,"Spokane,WA"
964,41742,"Stevens,WA"
8231,62229,"Thurston,WA"
23,41815,"Wahkiakum,WA"
2259,46597,"Walla Walla,WA"
6522,51939,"Whatcom,WA"
762,36257,"Whitman,WA"
11255,43506,"Yakima,WA"
607,44897,"Adams,WI"
557,38550,"Ashland,WI"
650,44054,"Barron,WI"
315,44944,"Bayfield,WI"
5555,53119,"Brown,WI"
35,47384,"Buffalo,WI"
447,39564,"Burnett,WI"
653,65130,"Calumet,WI"
1144,50551,"Chippewa,WI"
379,43276,"Clark,WI"
1023,57922,"Columbia,WI"
194,42235,"Crawford,WI"
14258,61721,"Dane,WI"
1446,53075,"Dodge,WI"
346,50438,"Door,WI"
1768,45418,"Douglas,WI"
806,48893,"Dunn,WI"
2298,48090,"Eau Claire,WI"
118,47960,"Florence,WI"
218,39963,"Forest,WI"
1071,46963,"Grant,WI"
709,55584,"Green,WI"
344,46994,"Green Lake,WI"
302,55659,"Iowa,WI"
106,39051,"Iron,WI"
392,44149,"Jackson,WI"
1531,53454,"Jefferson,WI"
508,45297,"Juneau,WI"
4701,54930,"Kenosha,WI"
271,53588,"Kewaunee,WI"
3366,51339,"La Crosse,WI"
210,49107,"Lafayette,WI"
845,42389,"Langlade,WI"
583,49021,"Lincoln,WI"
1671,48881,"Manitowoc,WI"
2433,53363,"Marathon,WI"
1109,40490,"Marinette,WI"
241,46077,"Marquette,WI"
61,33333,"Menominee,WI"
52476,43193,"Milwaukee,WI"
1176,49774,"Monroe,WI"
803,51615,"Oconto,WI"
775,45759,"Oneida,WI"
3278,58318,"Outagamie,WI"
954,75457,"Ozaukee,WI"
92,47701,"Pepin,WI"
819,59226,"Pierce,WI"
635,48538,"Polk,WI"
1270,50996,"Portage,WI"
228,42644,"Price,WI"
5800,54090,"Racine,WI"
83,45271,"Richland,WI"
5177,49435,"Rock,WI"
131,38658,"Rusk,WI"
2006,52140,"Sauk,WI"
444,39904,"Sawyer,WI"
891,46559,"Shawano,WI"
2656,52920,"Sheboygan,WI"
1311,68426,"St. Croix,WI"
230,44869,"Taylor,WI"
318,49143,"Trempealeau,WI"
285,45488,"Vernon,WI"
247,40833,"Vilas,WI"
2038,54020,"Walworth,WI"
290,41924,"Washburn,WI"
2392,66159,"Washington,WI"
5250,75850,"Waukesha,WI"
1192,50822,"Waupaca,WI"
474,43070,"Waushara,WI"
3711,51010,"Winnebago,WI"
1678,47685,"Wood,WI"
190,37327,"Barbour,WV"
3245,53515,"Berkeley,WV"
471,42156,"Boone,WV"
191,31848,"Braxton,WV"
348,42493,"Brooke,WV"
5032,38374,"Cabell,WV"
68,31679,"Calhoun,WV"
79,31613,"Clay,WV"
46,34817,"Doddridge,WV"
1363,33771,"Fayette,WV"
59,38442,"Gilmer,WV"
78,41368,"Grant,WV"
544,37895,"Greenbrier,WV"
341,27766,"Hampshire,WV"
316,38522,"Hancock,WV"
140,32723,"Hardy,WV"
1692,43183,"Harrison,WV"
261,40376,"Jackson,WV"
903,65304,"Jefferson,WV"
7663,46085,"Kanawha,WV"
176,36199,"Lewis,WV"
925,35487,"Lincoln,WV"
702,36999,"Logan,WV"
684,42152,"Marion,WV"
891,40681,"Marshall,WV"
427,38411,"Mason,WV"
1836,34842,"Mercer,WV"
518,31163,"Mineral,WV"
368,35955,"Mingo,WV"
2341,44173,"Monongalia,WV"
163,41234,"Monroe,WV"
261,36046,"Morgan,WV"
635,40064,"Nicholas,WV"
1456,41025,"Ohio,WV"
58,34175,"Pendleton,WV"
406,41859,"Pleasants,WV"
96,33779,"Pocahontas,WV"
408,45413,"Preston,WV"
1026,54854,"Putnam,WV"
3697,40758,"Raleigh,WV"
826,37276,"Randolph,WV"
127,35769,"Ritchie,WV"
229,28513,"Roane,WV"
299,33784,"Summers,WV"
55,39536,"Taylor,WV"
53,37635,"Tucker,WV"
162,39206,"Tyler,WV"
400,39381,"Upshur,WV"
1110,36964,"Wayne,WV"
88,27645,"Webster,WV"
186,37969,"Wetzel,WV"
144,34702,"Wirt,WV"
2913,42287,"Wood,WV"
511,34454,"Wyoming,WV"
982,42774,"Albany,WY"
63,52589,"Big Horn,WY"
1498,79488,"Campbell,WY"
374,55347,"Carbon,WY"
408,63918,"Converse,WY"
149,53237,"Crook,WY"
1095,50418,"Fremont,WY"
251,43257,"Goshen,WY"
92,42019,"Hot Springs,WY"
173,57004,"Johnson,WY"
2959,55864,"Laramie,WY"
143,64205,"Lincoln,WY"
2521,57791,"Natrona,WY"
11,38438,"Niobrara,WY"
557,53951,"Park,WY"
93,45512,"Platte,WY"
543,52008,"Sheridan,WY"
96,77900,"Sublette,WY"
1155,71525,"Sweetwater,WY"
277,68078,"Teton,WY"
389,58515,"Uinta,WY"
52,47104,"Washakie,WY"
96,55461,"Weston,WY"
